Director,Year,Title,Country,Length,Genre,Col
"Epstein, Jean",1928,"Chute de la maison Usher, La/The Fall of the House of Usher",France,63,Drama-Horror,BW
"Epstein, Jean",1929,Finis terrae,France,80,Documentary,BW
"Epstein, Jean",1932,"Or des mers, L'",France,73,Documentary,BW
"Epstein, Rob",1984,"Times of Harvey Milk, The",US,87,Documentary-Historical-Biography,Col
"Epstein, Rob/Jeffrey Friedman",1995,"Celluloid Closet, The",US,102,Documentary,Col
"Erdem, Reha",2006,Times and Winds,Turkey,112,---,Col
"Erice, Victor",1973,"Spirit of the Beehive, The",Spain,95,Drama,Col
"Erice, Victor",1983,"Sur, El",Spain-France,95,Romance-Drama,Col
"Erice, Victor",1991,Quince Tree of the Sun,Spain,139,Documentary-Biography-Drama,Col
"Erice, Victor",2006,"Morte rouge, La",Spain,32,Short-Drama,Col
"Erksan, Metin",1964,Dry Summer,Turkey,90,Drama,BW
"Erman, John",1977,Alexander: The Other Side of Dawn ,US,96,Drama,Col
"Ermler, Fridrikh",1929,"Fragment of Empire, A",USSR,75,Drama,BW
"Ermler, Fridrikh",1929,Oblomok imperii,USSR,---,Drama,BW
"Ermler, Fridrikh",1938,Great Citizen,USSR,252,Drama,BW
"Erwitt, Elliott",1972,Beauty Knows No Pain,US,26,Short,Col
"Escalante, Amat",2005,Sangre,Mexico-France,90,Drama,Col
"Esper, Dwain",1934,Maniac,US,51,Horror,BW
"Esper, Dwain",1936,Reefer Madness,US,67,Drama,BW
"Estes, Jacob Aaron",2004,Mean Creek,US,89,Crime-Drama,Col
"Estrada, Luis",1999,"Ley de Herodes, La",Mexico,120,Mystery-Crime-Comedy,Col
"Étaix, Pierre",1965,Yoyo,France,92,Comedy,BW
"Etemad, Rakhshan Bani",1992,Nargess,Iran,100,---,Col
"Etemad, Rakhshan Bani",2001,Under the Skin of the City,Iran,92,Drama,Col
"Eustache, Jean",1971,Numero zero,France,107,---,BW
"Eustache, Jean",1973,"Mother and the Whore, The",France,210,Drama,BW
"Eustache, Jean",1974,My Little Loves,France,123,Drama,Col
"Eustache, Jean",1977,"Dirty Story, A",France,50,---,Col
"Eustache, Jean & Jean-Michel Barjol",1970,"Cochon, Le/The Pig",France,50,Documentary,---
"Evans, David M.",1993,"Sandlot, The/The Sandlot Kids",US,101,Family,Col
"Ewing, Heidi E. & Rachel Grady",2006,Jesus Camp,US,87,---,Col
"Export, Valie",1977,Invisible Adversaries,Austria,112,Horror-Science Fiction,Col
"Eyre, Richard",1983,"Ploughman's Lunch, The",UK,100,Drama,Col
"Fabri, Zoltan",1976,"Fifth Seal, The",Hungary,116,Drama-War,Col
"Fabrizi, Aldo",1951,"Famiglia Passaguai, La",Italy,75,---,---
"Fagras, Yannis",2001,Still Looking for Morphine,Greece,119,Drama,BW
"Faiman, Peter",1986,Crocodile Dundee,Australia,98,Comedy-Adventure,Col
"Fanaka, Jamaa",1975,Soul Vengeance,US,91,Action-Drama,Col
"Fancher, Hampton",1999,"Minus Man, The",US,111,Drama-Mystery-Thriller,Col
"Fargo, James",1976,"Enforcer, The ",US,96,Crime-Action-Thriller,Col
"Fargo, James",1978,Every Which Way But Loose,US,114,Comedy-Action,Col
"Farhadi, Asghar",2009,About Elly,Iran,119,Drama,Col
"Farias, Roberto",1962,"Assalto ao Trem Pagador, O/Assault on the Paytrain",Brazil,102,Drama-Crime,BW
"Farkas, Jackie",1992,"Illustrated Auschwitz, The",Australia,13,Short,Col
"Farocki, Harun",1989,Images of the World and the Inscription of War,West Germany,75,Documentary-War,Col-BW
"Farocki, Harun",1990,How to Live in the German Federal Republic,West Germany,83,Documentary,Col
"Farrelly, Bob/Peter Farrelly",1996,Kingpin,US,113,Comedy-Sport,Col
"Farrelly, Bob/Peter Farrelly",1998,There's Something About Mary,US,119,Romance-Comedy,Col
"Farrelly, Bob/Peter Farrelly",2001,Osmosis Jones,US,95,Animated-Action-Comedy,Col
"Farrelly, Bob/Peter Farrelly",2003,Stuck on You,US,118,Comedy,Col
"Farrelly, Peter",1994,Dumb & Dumber,US,106,Comedy,Col
"Farrokhzad, Forugh",1963,"House is Black, The",Iran,20,Documentary-Short,BW
"Farrow, John",1939,Five Came Back,US,75,Adventure-Drama,BW
"Farrow, John",1942,Wake Island,US,87,War-Drama,BW
"Farrow, John",1948,"Big Clock, The",US,95,Crime,BW
"Farrow, John",1949,Alias Nick Beal,US,93,Drama-Mystery,BW
"Farrow, John",1950,Where Danger Lives,US,84,Crime-Drama,BW
"Farrow, John",1953,Hondo,US,84,Western,Col
"Fassbinder, Rainer Werner",1969,Gods of the Plague,Germany,91,Crime-Drama,BW
"Fassbinder, Rainer Werner",1969,Katzelmacher,West Germany,88,Drama,BW
"Fassbinder, Rainer Werner",1969,Love is Colder Than Death,West Germany,88,Comedy-Crime-Romance,BW
"Fassbinder, Rainer Werner",1970,"American Soldier, The",West Germany,80,Drama,BW
"Fassbinder, Rainer Werner",1970,Beware of a Holy Whore,West Germany,103,Drama-Comedy,Col
"Fassbinder, Rainer Werner",1971,"Merchant of Four Seasons, The",Germany,88,Drama,Col
"Fassbinder, Rainer Werner",1972,"Bitter Tears of Petra von Kant, The",Germany,119,Drama,Col
"Fassbinder, Rainer Werner",1973,Martha,West Germany,112,Drama,Col
"Fassbinder, Rainer Werner",1974,Ali: Fear Eats the Soul,Germany,94,Romance-Drama,Col
"Fassbinder, Rainer Werner",1974,Effi Breist/Fontane Effi Briest,Germany,135,Drama,BW
"Fassbinder, Rainer Werner",1975,Fox and His Friends,Germany,123,Drama,Col
"Fassbinder, Rainer Werner",1975,Mother Küsters Goes to Heaven,Germany,120,Drama,Col
"Fassbinder, Rainer Werner",1976,Chinese Roulette,Germany,86,Drama,Col
"Fassbinder, Rainer Werner",1976,I Only Want You to Love Me ,West Germany,101,Drama,Col
"Fassbinder, Rainer Werner",1977,Stationmaster's Wife,Germany,111,Drama,Col
"Fassbinder, Rainer Werner",1978,In a Year with 13 Moons,West Germany,129,Drama,Col
"Fassbinder, Rainer Werner",1978,"Marriage of Maria Braun, The",Germany,120,War-Drama,Col
"Fassbinder, Rainer Werner",1979,"Third Generation, The",Germany,111,Crime-Comedy,Col
"Fassbinder, Rainer Werner",1980,Berlin Alexanderplatz,Germany,931,Drama-Historical-Political,Col
"Fassbinder, Rainer Werner",1981,Lola ,Germany,114,War-Drama,Col
"Fassbinder, Rainer Werner",1982,Querelle,Germany,120,Drama,Col
"Fassbinder, Rainer Werner",1982,Veronika Voss,Germany,105,Drama,BW
"Fattelal, Sheikh & Vishnupant Govind Damle",1936,Sant Tukaram,India,131,---,BW
"Favio, Leonardo",1967,"Romance del Aniceto y la Francisca, El",Argentina,63,Drama,BW
"Favio, Leonardo",1969,"Dependent, The",Argentina,87,Drama,BW
"Favio, Leonardo",1993,"Gatica, el mono",Argentina,136,Biography-Drama,Col
"Favreau, Jon",2003,Elf,Germany-US,96,Comedy-Family-Fantasy,Col
"Favreau, Jon",2005,Zathura: A Space Adventure,US,101,Action-Adventure-Comedy,Col
"Favreau, Jon",2008,Iron Man,US,126,Action-Adventure-Science Fiction,Col
"Fawcett, John",2000,Ginger Snaps,Canada,108,Drama-Horror-Thriller,Col
"Faye, Safi",1975,Letter from My Village,Senegal,90,---,BW
"Fechner, Eberhard",1969,Nachrede auf Klara Heydebreck ,West Germany,60,Documentary,BW
"Fechner, Eberhard",1984,"Prozess, Der ",West Germany,270,Documentary,Col-BW
"Feferman, Linda",1985,Seven Minutes in Heaven,US,88,Comedy-Drama-Romance,Col
"Fehér, Imre",1957,Bakaruhában,Hungary,91,Romance-Drama,BW
Fei Mu,1936,Lang shan die xue ji,China,70,---,BW
Fei Mu,1948,Spring in a Small Town,China,85,Romance-Drama,BW
"Feig, Paul",2011,Bridesmaids,US-Japan,125,Comedy,Col
"Fejös, Pál",1928,"Last Moment, The ",US,54,Drama,BW
"Fejös, Pál",1928,Lonesome,US,69,Romance-Drama,BW
"Fejös, Pál",1932,"Marie, légende hongroise",France,150,---,BW
"Fejös, Pál",1932,Tavaszi zápor,France-Hungary,66,Drama,BW
"Fellini, Federico",1951,"White Sheik, The",Italy,83,Comedy-Drama,BW
"Fellini, Federico",1953,"Vitelloni, I",Italy,104,Drama,BW
"Fellini, Federico",1954,"Strada, La",Italy,115,Drama,BW
"Fellini, Federico",1955,"Bidone, Il",Italy,92,Drama,BW
"Fellini, Federico",1957,Nights of Cabiria,Italy-France,110,Drama,BW
"Fellini, Federico",1960,"Dolce vita, La",Italy,175,Drama,BW
"Fellini, Federico",1963,8_,Italy,135,Drama,BW
"Fellini, Federico",1965,Juliet of the Spirits,Italy,148,Fantasy-Drama,Col
"Fellini, Federico",1969,Fellini Satyricon,Italy,129,Historical-Drama,Col
"Fellini, Federico",1971,"Clowns, The",Italy,90,Comedy,Col
"Fellini, Federico",1972,Fellini's Roma,Italy,128,Drama-Comedy,Col
"Fellini, Federico",1973,Amarcord,Italy,127,Drama-Comedy,Col
"Fellini, Federico",1976,Fellini's Casanova,Italy,158,Drama-Biography,Col
"Fellini, Federico",1979,Orchestra Rehearsal,Italy,72,Drama,Col
"Fellini, Federico",1981,City of Women,Italy,139,Drama,Col
"Fellini, Federico",1984,And the Ship Sails On,Italy-France,138,War-Comedy,Col
"Fellini, Federico",1986,Ginger and Fred,Italy,126,Drama-Comedy,Col
"Fellini, Federico",1987,Fellini's Intervista,Italy,108,Drama-Comedy,Col
"Fellini, Federico",1990,"Voice of the Moon, The",Italy-France,120,Comedy,Col
"Fellini, Federico & Alberto Lattuada",1950,Variety Lights,Italy,93,Drama,BW
"Fellini, Federico/Louis Malle/Roger Vadim",1968,Spirits of the Dead/Histoires extraordinaires,France-Italy,117,Horror-Mystery,Col
"Fenelon, Moacyr",1952,Tudo Azul,Brazil,80,Musical-Comedy,BW
"Ferguson, Charles",2007,No End in Sight,US,102,Documentary,Col
"Ferguson, Charles",2010,Inside Job,US,109,Documentary,Col
"Ferguson, Norman",1945,"Three Caballeros, The",US,69,Musical-Animated-Fantasy,Col
"Fernán Gómez, Fernando",1958,"Vida por delante, La",Spain,90,Comedy,Col
"Fernán Gómez, Fernando",1964,"Extrano viaje, El",Spain,92,Comedy-Crime,BW
"Fernán Gómez, Fernando",1965,"Mundo sigue, El",Spain,124,Drama,BW
"Fernán Gómez, Fernando",1986,"Viaje a ninguna parte, El",Spain,140,Comedy-Drama,Col
"Fernandez, Emilio",1943,Flor silvestre/Wild Flower,Mexico,94,Drama-Romance-War,BW
"Fernandez, Emilio",1943,Maria Candelaria,Mexico,102,Romance-Drama,BW
"Fernandez, Emilio",1946,Enamorada,Mexico,99,Romance-Comedy-Drama,BW
"Fernandez, Emilio",1948,Maclovia,Mexico,105,Drama-Romance,BW
"Fernandez, Emilio",1948,"Pearl, The/La Perla",Mexico-US,77,Drama,BW
"Fernandez, Emilio",1949,Salon Mexico/Mujer Mala,Mexico,95,Drama,BW
"Ferran, Pascale",1994,Petits arrangements avec les morts,France,104,Drama,Col
"Ferran, Pascale",1995,"Age of Possibilities, The",France,102,---,Col
"Ferran, Pascale",2006,Lady Chatterley,France-Belgium,168,Drama-Romance,Col
"Ferrara, Abel",1979,"Driller Killer, The",US,94,Horror-Drama,Col
"Ferrara, Abel",1981,Ms. 45/Angel of Vengeance,US,84,Thriller-Crime-Drama,Col
"Ferrara, Abel",1989,King of New York,US,103,Crime,Col
"Ferrara, Abel",1992,Bad Lieutenant,US,98,Drama,Col
"Ferrara, Abel",1993,Body Snatchers,US,87,Science Fiction-Horror,Col
"Ferrara, Abel",1993,Snake Eyes/Dangerous Game,US,105,Drama,Col
"Ferrara, Abel",1994,"Addiction, The",US,82,Horror-Drama,BW
"Ferrara, Abel",1996,"Funeral, The ",US,100,Drama,Col
"Ferrara, Abel",1998,New Rose Hotel,US,92,Drama-Mystery-Science Fiction,Col
"Ferrara, Abel",2007,Go Go Tales,Italy-US,96,Comedy-Drama,Col
"Ferrer, Jose",1956,"Great Man, The",US,92,Drama,BW
"Ferreri, Marco",1959,"Pisito, El",Spain,87,Comedy,BW
"Ferreri, Marco",1960,"Cochecito, El",Spain,85,Comedy-Drama,BW
"Ferreri, Marco",1964,"Donna scimmia, La",Italy-France,100,Drama,BW
"Ferreri, Marco",1969,Dillinger is Dead,Italy,90,Crime-Drama,Col
"Ferreri, Marco",1971,"Udienza, L'",Italy-France,111,Drama-Thriller-Mystery,Col
"Ferreri, Marco",1973,"Grande bouffe, La",France-Italy,125,Drama-Comedy,Col
"Ferreri, Marco",1974,Don't Touch the White Woman,France-Italy,108,Western-Comedy,Col
"Ferreri, Marco",1976,"Last Woman, The",France,112,Drama,Col
"Ferreri, Marco",1978,Bye Bye Monkey,France-Italy,114,Comedy-Drama-Science Fiction,Col
"Ferreri, Marco",1979,Seeking Asylum,Italy-France,110,Drama-Comedy,Col
"Ferreri, Marco",1981,Tales of Ordinary Madness,Italy-France,101,Drama,Col
"Ferreri, Marco",1988,"House of Smiles, The",Italy,110,Drama,Col
"Ferris, Costas",1983,Rembetiko,Greece,110,Biography-Drama-Historical,---
"Ferroni, Giorgio",1963,Mill of the Stone Women,Italy-France,95,Horror-Science Fiction,Col
"Ferroni, Giorgio",1965,One Silver Dollar,France-Italy,99,Western,Col
"Ferroni, Giorgio",1966,Fort Yuma Gold,Italy-France-Spain,105,War-Western,Col
"Ferroni, Giorgio",1967,Wanted,Italy,107,Action-Drama-Western,Col
"Ferroukhi, Ismael",2004,"Grand Voyage, Le",France-Morocco,107,---,Col
"Fessenden, Larry",2001,Wendigo,US,91,Horror-Drama,Col
"Feuerzeig, Jeff",2005,"Devil and Daniel Johnston, The",US,110,Documentary-Biography,Col-BW
"Feuillade, Louis",1910,Maudite soit la guerre,France,---,Short,BW
"Feuillade, Louis",1913,Fantomas,France,54,Crime-Short,BW
"Feuillade, Louis",1915,"Vampires, Les",France,440,Thriller-Crime-Action,BW
"Feuillade, Louis",1916,Judex ,France,300,Thriller-Crime,BW
"Feuillade, Louis",1916,"Peine du talion, La",France,---,Short,BW
"Feuillade, Louis",1918,Tih Minh,France,418,---,BW
"Feuillade, Louis",1919,Barrabas,France,---,---,BW
"Feyder, Jacques",1925,Faces of Children,France-Switzerland,111,Drama-Mystery-Romance,BW
"Feyder, Jacques",1928,Thérèse Raquin ,France-Germany,90,Drama,BW
"Feyder, Jacques",1934,"Grand jeu, Le",France,120,Drama,BW
"Feyder, Jacques",1935,Carnival in Flanders,France,95,Romance-Historical-Comedy,BW
"Field, Connie",1980,"Life and Times of Rosie the Riveter, The",US,60,Documentary,Col
"Field, Todd",2001,In the Bedroom,US,130,Drama,Col
"Field, Todd",2006,Little Children,US,137,Crime-Drama-Romance,Col
"Fields, Jim & Michael Gramaglia",2004,End of the Century: The Story of the Ramones,US,110,Documentary-Biography-Musical,Col-BW
"Figgis, Mike",1988,Stormy Monday,UK,93,Romance-Crime,Col
"Figgis, Mike",1990,Internal Affairs,US,117,Thriller-Crime,Col
"Figgis, Mike",1991,Liebestraum,US,109,Mystery,Col
"Figgis, Mike",1995,Leaving Las Vegas,US,112,Drama,Col
"Figgis, Mike",1998,"Loss of Sexual Innocence, The",US-UK,105,Drama,Col
"Figgis, Mike",2000,Timecode,US,97,Drama,Col
"Figueroa, Luis/Eulogio Nishiyama/Cesar Villaneuva",1961,Kukuli,Peru,87,---,BW
"Filho, Antunes",1969,"Compasso de Espera, Em",Brazil,98,Drama,BW
"Fincher, David",1992,Alien_,US,115,Science Fiction-Horror-Action,Col
"Fincher, David",1995,Se7en,US,127,Thriller-Mystery-Drama,Col
"Fincher, David",1997,"Game, The",US,128,Thriller-Mystery,Col
"Fincher, David",1999,Fight Club,US-Germany,139,Drama-Comedy,Col
"Fincher, David",2002,Panic Room,US,112,Thriller-Crime-Drama,Col
"Fincher, David",2007,Zodiac,US,158,Crime-Drama-Thriller,Col
"Fincher, David",2008,"Curious Case of Benjamin Button, The",US,166,Drama-Fantasy-Mystery,Col
"Fincher, David",2010,"Social Network, The",US,120,Biography-Drama-Historical,Col
"Findlay, Michael/Roberta Findlay/Horacio Fredriksson",1976,Snuff,Argentina-US,80,Horror,Col
"Fine, David & Alison Snowden",1993,Bob's Birthday,Canada-UK,12,Animated-Comedy-Short,Col
"Finney, Albert",1968,Charlie Bubbles,US,91,Drama,Col
"Fiore, Robert",1977,Pumping Iron,US,85,Documentary-Sports,Col
"Firestone, Cinda",1974,Attica,US,80,Documentary,Col
"Fischinger, Oskar",1930,Studie Nr. 2,Germany,---,Animated-Short,BW
"Fischinger, Oskar",1935,Composition in Blue,Germany,4,Animated-Short,Col
"Fischinger, Oskar",1936,Allegretto,US,3,Animated-Short,Col
"Fischinger, Oskar",1941,American March,US,3,Short,Col
"Fischinger, Oskar",1947,Motion Painting No. 1,US,11,Animated-Short,Col
"Fischli, Peter & David Weiss",1987,"Way Things Go, The/Der Lauf der Dinge",US-Switzerland,30,Documentary-Short,Col
"Fisher, Morgan",1984,Standard Gauge,US,35,Short,Col
"Fisher, Terence",1957,"Curse of Frankenstein, The",UK,83,Horror-Science Fiction-Drama,Col
"Fisher, Terence",1958,Dracula ,UK,82,Horror,Col
"Fisher, Terence",1958,Revenge of Frankenstein,UK,91,Horror,Col
"Fisher, Terence",1959,"Mummy, The ",UK,88,Horror,Col
"Fisher, Terence",1960,"Brides of Dracula, The",UK,85,Horror,Col
"Fisher, Terence",1960,"Two Faces of Dr. Jekyll, The",UK,88,Horror-Science Fiction,Col
"Fisher, Terence",1966,Island of Terror,UK,90,Science Fiction-Horror,Col
"Fisher, Terence",1967,Frankenstein Created Woman,UK,92,Horror-Drama-Science Fiction,Col
"Fisher, Terence",1968,"Devil Rides Out, The",UK,95,Horror,Col
"Fisher, Terence",1969,Frankenstein Must Be Destroyed,UK,101,Horror-Science Fiction,Col
"Fisher, Terence",1973,Frankenstein and the Monster from Hell,UK,93,Horror,Col
"Fisher, Terence/Anthony Darnborough",1950,So Long at the Fair,UK,90,Mystery-Drama-Romance,BW
"Fisk, Jack",1981,Raggedy Man,US,94,Drama,Col
"Fitzgerald, Thom",1997,"Hanging Garden, The",Canada-UK,91,Drama,Col
"Fitzmaurice, George",1926,Son of the Sheik,US,72,Romance-Adventure,BW
"Fitzmaurice, George",1932,Mata Hari ,US,90,Spy-Romance-Biography,BW
"Flaherty, Robert",1922,Nanook of the North,US,79,Documentary,BW
"Flaherty, Robert",1925,Moana,US,85,Documentary,BW
"Flaherty, Robert",1934,Man of Aran,UK,77,Documentary,BW
"Flaherty, Robert",1948,Louisiana Story,US,77,Documentary-Drama,BW
"Flaherty, Robert & Zoltan Korda",1937,Elephant Boy,UK,80,Adventure-Drama,BW
"Fleck, Ryan",2006,Half Nelson,US,107,Drama,Col
"Fleder, Gary",1995,Things to do in Denver When You're Dead,US,104,Drama-Adventure,Col
"Fleischer, Dave",1931,Bimbo's Initiation,US,6,Animated-Comedy-Short,BW
"Fleischer, Dave",1933,Snow-White/Betty Boop's Snow White,US,7,Animated-Short,BW
"Fleischer, Dave",1933,Stoopnocracy,US,---,Animation-Comedy-Short,BW
"Fleischer, Dave",1936,Popeye the Sailor Meets Sinbad the Sailor,US,16,Animated-Short-Comedy,Col
"Fleischer, Dave",1938,Out of the Inkwell,US,6,Animated-Short,BW
"Fleischer, Dave",1939,Gulliver's Travels ,US,74,Fantasy-Animated-Adventure,Col
"Fleischer, Dave",1941,Hoppity Goes to Town/Mr. Bug Goes to Town,US,77,Animated-Comedy-Family,Col
"Fleischer, Dave",1941,Superman ,US,10,Animated-Short-Action,Col
"Fleischer, Richard",1952,"Happy Time, The",US,94,Comedy,BW
"Fleischer, Richard",1952,"Narrow Margin, The",US,70,Thriller-Crime,BW
"Fleischer, Richard",1954,"20,000 Leagues Under the Sea",US,127,Science Fiction-Fantasy-Adventure,Col
"Fleischer, Richard",1955,"Girl in the Red Velvet Swing, The",US,109,Crime-Biography-Drama,Col
"Fleischer, Richard",1956,Bandido,US,92,Western-Adventure-Action,Col
"Fleischer, Richard",1956,Between Heaven and Hell,US,94,War-Drama,Col
"Fleischer, Richard",1958,"Vikings, The",US,114,Historical-Adventure-Action,Col
"Fleischer, Richard",1959,Compulsion,US,103,Thriller-Crime-Drama,BW
"Fleischer, Richard",1959,These Thousand Hills,US,96,Western-Drama,Col
"Fleischer, Richard",1966,Fantastic Voyage,US,100,Science Fiction,Col
"Fleischer, Richard",1968,"Boston Strangler, The",US,120,Thriller-Drama-Crime,Col
"Fleischer, Richard",1970,Tora! Tora! Tora!,Japan-US,143,War-Drama-Action,Col
"Fleischer, Richard",1971,10 Rillington Place,UK,111,Crime,Col
"Fleischer, Richard",1973,Soylent Green,US,100,Thriller-Science Fiction-Drama,Col
"Fleischer, Richard",1975,Mandingo,US,127,Drama,Col
"Fleischer, Ruben",2009,Zombieland,US,88,Action-Comedy-Horror,Col
"Fleischmann, Peter",1969,Jagdszenen aus Niederbayern,West Germany,88,Drama,BW
"Fleming, Andrew",1996,"Craft, The",US,100,Horror,Col
"Fleming, Andrew",1999,Dick,France-Canada-US,94,Comedy,Col
"Fleming, Victor",1926,Mantrap,US,86,Comedy,BW
"Fleming, Victor",1927,"Way of All Flesh, The ",US,94,Drama,BW
"Fleming, Victor",1932,Red Dust ,US,83,Romance-Drama,BW
"Fleming, Victor",1933,Bombshell,US,95,Comedy,BW
"Fleming, Victor",1934,Treasure Island,US,105,Adventure,BW
"Fleming, Victor",1935,Reckless ,US,96,Romance-Musical-Dance,BW
"Fleming, Victor",1937,Captains Courageous,US,116,Drama-Adventure,BW
"Fleming, Victor",1939,Gone with the Wind,US,222,Historical-Romance-Drama,Col
"Fleming, Victor",1939,"Wizard of Oz, The",US,101,Musical-Fantasy-Family,Col-BW
"Fleming, Victor",1941,Dr. Jekyll and Mr. Hyde ,US,114,Horror,BW
"Fleming, Victor",1942,Tortilla Flat,US,105,Drama-Comedy-Romance,BW
"Fleming, Victor",1943,"Guy Named Joe, A",US,120,War-Romance-Fantasy,BW
"Flicker, Theodore J.",1967,"President's Analyst, The",US,104,Spy-Comedy,Col
"Flood, James & Elliott Nugent",1932,"Mouthpiece, The",US,90,Crime,BW
"Florey, Robert",1932,Murders in the Rue Morgue,US,75,Horror,BW
"Florey, Robert",1937,Daughter of Shanghai,US,63,Crime,BW
"Florey, Robert",1941,"Face Behind the Mask, The",US,69,Horror-Crime-Drama,BW
"Florey, Robert",1949,"Crooked Way, The",US,90,Crime-Drama-Action,BW
"Florey, Robert & Slavko Vorkapich",1927,"Life and Death of 9413: A Hollywood Extra, The",US,11,Short,BW
"Flynn, John",1977,Rolling Thunder,US,99,Drama-Action,Col
"Flynn, John",1987,Best Seller,US,110,Thriller,Col
"Fok Yiu-leung, Clarence",1992,Naked Killer/Chiklo gouyeung,Hong Kong,100,Drama-Action,Col
"Foley, James",1986,At Close Range,US,115,Crime,Col
"Foley, James",1990,"After Dark, My Sweet",US,114,Crime-Drama-Mystery,Col
"Foley, James",1992,Glengarry Glen Ross,US,100,Drama,Col
"Folman, Ari",2008,Waltz with Bashir,Israel-France-Germany-US-Japan-Finland-Switzerland-Belgium-Australia,90,Animated-Biography-Drama,Col
"Fonda, Peter",1971,"Hired Hand, The",US,93,Western,Col
"Fong, Allen",1981,Father and Son,Hong Kong,97,Drama,Col
"Fong, Allen",1983,Boon bin yen/Ah Ying,Hong Kong,110,Drama,Col
"Fons, Jorge",1995,Miracle Alley,Mexico,140,Drama,Col
"Fonteyne, Frédéric",2004,Gilles' Wife,Belgium-France-Luxembourg-Italy-Switzerland,103,Drama,Col
"Forbes, Bryan",1961,Whistle Down the Wind,UK,99,Drama,BW
"Forbes, Bryan",1963,"L-Shaped Room, The",UK,125,Drama,BW
"Forbes, Bryan",1966,"Wrong Box, The",UK,105,Comedy,Col
"Forbes, Bryan",1975,"Stepford Wives, The",US,115,Thriller-Drama-Fantasy,Col
"Forcier, Andre",1974,Bar Salon,Canada,84,Drama,BW
"Ford, Aleksander",1960,Black Cross/Krzyzacy,Poland,175,Historical-Adventure,Col
"Ford, Derek",1975,"Girl from Starship Venus, The",UK,82,Science Fiction-Comedy,Col
"Ford, John",1924,"Iron Horse, The",US,119,Historical-Drama-Western,BW
"Ford, John",1932,Airmail,US,83,Adventure-Drama,BW
