Director,Year,Title,Country,Length,Genre,Col
"Marins, Jose Mojica",1970,"Ritual dos Sadicos, O",Brazil,93,Drama-Horror-Thriller,Col-BW
"Marischka, Ernst",1955,Sissi,Austria,102,Comedy-Drama-Historical,Col
"Marker, Chris",1956,Dimanche a Pekin,France,22,Documentary-Short,---
"Marker, Chris",1957,Lettre de Siberie/Letter from Siberia,France,62,Documentary,Col
"Marker, Chris",1961,iCuba Si!,France,50,Documentary,---
"Marker, Chris",1962,"Jetée, La",France,27,Science Fiction-Drama-Short,BW
"Marker, Chris",1963,"Joli mai, Le",France,165,Documentary,Col
"Marker, Chris",1966,"Koumiko Mystery, The",France,60,Documentary,Col
"Marker, Chris",1977,Grin Without a Cat,France,240,Documentary,Col-BW
"Marker, Chris",1983,Sans soleil,France,100,Avant-Garde-Documentary,Col
"Marker, Chris",1992,"Last Bolshevik, The",France,120,Documentary,---
"Markle, Fletcher",1951,Night Into Morning,US,86,Drama,BW
"Markle, Fletcher",1963,"Incredible Journey, The",US,80,Family-Adventure,Col
"Markle, Peter",1981,"Personals, The",US,88,Romance-Comedy,Col
"Markle, Peter",1984,Hot Dog: The Movie,US,96,Comedy,Col
"Markle, Peter",1990,El Diablo ,US,115,Comedy-Western,Col
"Markovic, Goran",1987,Deja Vu,Yugoslavia-UK,102,Drama-Horror-Thriller,---
"Marks, Arthur",1975,Friday Foster,US,90,Action,Col
"Maros, Basil",1961,"Tragodia tou Aigaiou, I",Greece,75,Documentary-Historical,BW
"Marquand, Richard",1981,Eye of the Needle,US,112,War-Thriller-Spy,Col
"Marquand, Richard",1983,Return of the Jedi,US,133,Science Fiction-Action-Adventure,Col
"Marquand, Richard",1985,Jagged Edge,US,108,Thriller-Mystery,Col
"Marquez, Artemio",1966,James Batman,Philippines,---,Science Fiction-Comedy-Action,---
"Marsh, James",2005,"King, The",US-UK,105,Drama,Col
"Marsh, James",2007,Man on Wire,UK,94,Documentary,Col
"Marsh, James",2009,Red Riding: 1980,UK,93,Crime-Drama-Mystery,Col
"Marshall, Frank",1990,Arachnophobia,US,109,Horror-Comedy,Col
"Marshall, Frank",1995,Congo,US,108,Thriller-Adventure-Action,Col
"Marshall, Garry",1984,"Flamingo Kid, The",US,100,Drama-Comedy,Col
"Marshall, Garry",1986,Nothing in Common,US,118,Drama-Comedy,Col
"Marshall, Garry",1987,Overboard,US,112,Romance-Comedy,Col
"Marshall, Garry",1990,Pretty Woman,US,117,Romance-Comedy,Col
"Marshall, George",1939,Destry Rides Again,US,94,Western,BW
"Marshall, George",1939,You Can't Cheat an Honest Man,US,76,Comedy,BW
"Marshall, George",1940,"Ghost Breakers, The",US,85,Comedy,BW
"Marshall, George",1942,Star Spangled Rhythm,US,99,Musical-Comedy,BW
"Marshall, George",1946,"Blue Dahlia, The",US,99,Mystery-Drama,BW
"Marshall, George",1954,Red Garters,US,91,Western-Musical-Comedy,Col
"Marshall, Neil",2001,Dog Soldiers,UK-Luxembourg,104,---,Col
"Marshall, Neil",2005,"Descent, The",UK,99,Horror-Adventure-Thriller,Col
"Marshall, Penny",1988,Big,US,102,Fantasy-Comedy,Col
"Marshall, Penny",1992,"League of Their Own, A",US,128,Sports-Drama-Comedy,Col
"Marshall, Rob",2002,Chicago,US-Germany,113,Musical-Crime-Comedy,Col
"Marston, Joshua",2003,Maria Full of Grace,US-Colombia-Ecuador,100,Drama-Crime,Col
"Marston, Lawrence & Edwin Thanhouser",1913,Evidence of the Film,US,15,Crime-Short,BW
"Martedi, Giovanni",1974,FSC no 1,France,11,---,---
"Martel, Lucrecia",2001,"Ciénaga, La",Argentina-US-Japan-France-Switzerland-Spain-Brazil,99,Drama-Comedy,Col
"Martel, Lucrecia",2004,"Holy Girl, The",Argentina-Spain-Italy-Netherlands-Switzerland,103,Drama,Col
"Martel, Lucrecia",2008,"Headless Woman, The",Argentina-Spain-France-Italy,87,Drama-Mystery-Thriller,Col
"Martin, Darnell",2008,Cadillac Records,US,108,Drama-Musical-Romance,Col
"Martin, D'Urville",1975,Dolemite,US,88,Action,Col
"Martin, Eugenio",1966,"Ugly Ones, The",Spain-Italy,95,Western,Col
"Martin, Eugenio",1972,Horror Express,Spain-UK,88,Horror,Col
"Martin, Frank",1992,MGM: When the Lion Roars ,US,366,Documentary,Col-BW
"Martin, Karl Heinz",1920,Von morgens bis Mitternacht,Germany,65,---,BW
"Martin, Paul",1932,"Blonder Traum, Ein",Germany,87,Comedy-Musical-Romance,BW
"Martin, Paul",1936,Gluckskinder,Germany,93,---,BW
"Martin, Wrye & Barry Poltermann",1994,"Unearthing, The/Aswang",US,82,Horror,Col
"Martino, Sergio",1974,Torso,Italy,90,Horror,Col
"Martinson, Leslie H.",1966,Batman ,US,105,Comedy-Adventure-Action,Col
"Marton, Andrew",1964,"Thin Red Line, The",US,99,War,BW
"Martone, Mario",1992,Death of a Neapolitan Mathematician,Italy,108,Drama,Col
"Masaki, Domoto & Yukio Mishima",1966,Yukoku,Japan,30,Drama-Short,Col
"Maselli, Francesco",1955,"Sbandati, Gli",Italy,102,Drama,BW
"Mason, Herbert",1945,It's in the Bag,US,87,Comedy,BW
"Masterson, Peter",1985,"Trip to Bountiful, The",US,106,Drama,Col
"Mastroianni, Armand",1981,He Knows You're Alone,US,94,Horror,Col
"Masud, Tareque",2002,"Clay Bird, The",France-Bangladesh,98,Drama-Historical,Col
"Masumura, Yasuzo",1957,Kisses ,Japan,74,Drama-Romance,BW
"Masumura, Yasuzo",1958,Giants and Toys,Japan,95,Comedy-Drama,Col
"Masumura, Yasuzo",1960,"False Student, A/Nise daigakusei",Japan,94,Drama,BW
"Masumura, Yasuzo",1961,"Wife Confesses, A",Japan,91,Mystery-Drama,BW
"Masumura, Yasuzo",1964,Manji,Japan,91,Drama,Col
"Masumura, Yasuzo",1966,Red Angel/Akai tenshi,Japan,95,War-Drama-Romance,BW
"Masumura, Yasuzo",1976,Daichi no komoriuta/Lullaby of the Earth,Japan,111,Drama,Col
"Matarazzo, Raffaello",1949,Chains,Italy,94,Romance-Crime-Drama,BW
"Maté, Rudolph",1949,D.O.A. ,US,83,Mystery,BW
"Maté, Rudolph",1950,Union Station,US,80,Crime,BW
"Maté, Rudolph",1951,When Worlds Collide,US,81,Science Fiction,Col
"Mattei, Georges-Henri & Jean-Michel Humeau",1970,"Douglas Bravo, Venezuela",Venezuela,---,---,---
"Mattoli, Mario",1953,"Turco napoletano, Un",Italy,92,Comedy,Col
"Mauro, Humberto",1933,Ganga Bruta,Brazil,82,Drama,BW
"Mauro, Humberto",1952,Canto da Saudade,Brazil,100,Romance,BW
Ma-Xu Weibang,1937,Ye ban ge sheng,China,113,Horror,BW
"Maxwell, Garth",1992,Jack Be Nimble,New Zealand,93,Thriller,Col
"Maxwell, Ronald F.",1980,Little Darlings,US,95,Drama,Col
"May, Elaine",1971,"New Leaf, A",US,102,Romance-Comedy,Col
"May, Elaine",1972,"Heartbreak Kid, The",US,104,Romance-Comedy,Col
"May, Elaine",1976,Mikey and Nicky,US,116,Drama,Col
"May, Elaine",1987,Ishtar,US,107,Comedy-Adventure-Musical,Col
"May, Joe",1928,Heimkehr,Germany,120,Drama,BW
"May, Joe",1929,Asphalt,Germany,94,Drama,BW
"May, Joe",1931,Ihre Majestat die Liebe,Germany,94,---,BW
"May, Joe",1937,Confession,US,86,Drama,BW
"Maybury, John",1998,Love is the Devil: Study for a Portrait of Francis Bacon/Ai no Akuma,UK-France-Japan,90,Drama,Col
"Mayer, Michael",2004,"Home at the End of the World, A",US,96,Romance-Drama,Col
"Mayfield, Les",1992,Encino Man/California Man,US,89,Comedy,Col
"Mayo, Archie",1931,Svengali,US,82,Drama,BW
"Mayo, Archie",1933,"Mayor of Hell, The",US,80,Prison-Crime-Drama,BW
"Mayo, Archie",1936,"Petrified Forest, The",US,83,Drama-Crime,BW
"Mayo, Archie",1946,"Night in Casablanca, A",US,85,Comedy,BW
"Maysles, Albert/David Maysles/Charlotte Zwerin",1968,Salesman,US,85,Documentary,BW
"Maysles, Albert/David Maysles/Charlotte Zwerin",1970,Gimme Shelter,US,91,Documentary-Musical-Historical,Col
"Maysles, David/Albert Maysles/Ellen Hovde/Muffie Meyer",1975,Grey Gardens,US,95,Documentary-Comedy,Col
"Mazursky, Paul",1969,Bob & Carol & Ted & Alice,US,104,Drama-Comedy,Col
"Mazursky, Paul",1970,Alex in Wonderland,US,109,Comedy-Drama,Col
"Mazursky, Paul",1973,Blume in Love,US,117,Romance-Comedy,Col
"Mazursky, Paul",1974,Harry and Tonto,US,115,Drama,Col
"Mazursky, Paul",1976,"Next Stop, Greenwich Village",US,109,Comedy,Col
"Mazursky, Paul",1978,"Unmarried Woman, An",US,124,Drama-Comedy,Col
"Mazursky, Paul",1982,Tempest,US,140,Drama-Comedy,Col
"Mazursky, Paul",1984,Moscow on the Hudson,US,115,Drama-Comedy,Col
"Mazursky, Paul",1986,Down and Out in Beverly Hills,US,103,Comedy,Col
"Mazursky, Paul",1989,"Enemies, A Love Story",US,119,Drama-Comedy,Col
"Mazuy, Patricia",1993,Travolta and Me ,France,68,Romance-Drama,Col
"McAbee, Cory",2001,"American Astronaut, The",US,91,Musical-Comedy-Science Fiction,BW
"McBride, Jim",1968,David Holzman's Diary,US,74,Drama,BW
"McBride, Jim",1971,Glen and Randa,US,94,Adventure-Science Fiction,Col
"McBride, Jim",1983,Breathless ,US,100,Romance-Drama-Crime,Col
"McBride, Jim",1987,"Big Easy, The",US,108,Thriller-Crime,Col
"McCarey, Leo",1926,Mighty Like a Moose,US,23,Family-Short-Comedy,BW
"McCarey, Leo",1928,Pass the Gravy,US,23,Short-Comedy,BW
"McCarey, Leo",1929,Wrong Again,US,20,Comedy-Short,BW
"McCarey, Leo",1933,Duck Soup,US,70,Comedy,BW
"McCarey, Leo",1935,Ruggles of Red Gap,US,92,Comedy-Romance,BW
"McCarey, Leo",1937,"Awful Truth, The",US,92,Romance-Comedy,BW
"McCarey, Leo",1937,Make Way for Tomorrow,US,92,Drama,BW
"McCarey, Leo",1939,Love Affair,US,87,Romance-Comedy-Drama,BW
"McCarey, Leo",1942,Once Upon a Honeymoon,US,117,Drama-Comedy-Romance,BW
"McCarey, Leo",1944,Going My Way,US,126,Religious-Musical-Drama,BW
"McCarey, Leo",1945,"Bells of St. Mary's, The",US,126,Drama-Family,BW
"McCarey, Leo",1948,Good Sam,US,114,Comedy-Drama-Romance,BW
"McCarey, Leo",1952,My Son John,US,122,Drama,BW
"McCarey, Leo",1957,"Affair to Remember, An",US,115,Romance-Drama,Col
"McCarey, Leo",1958,"Rally 'Round the Flag, Boys!",US,106,Comedy,Col
"McCarthy, Thomas",2003,"Station Agent, The",US,88,Drama-Comedy,Col
"McCarthy, Thomas",2007,"Visitor, The",US,106,---,Col
"McCarthy, Thomas",2011,Win Win,US,106,---,Col
"McCay, Winsor",1912,How a Mosquito Operates,US,6,Animated-Comedy-Short,BW
"McCay, Winsor",1914,Gertie the Dinosaur,US,18,Animated-Comedy-Short,BW
"McCay, Winsor & J. Stuart Blackton",1911,Little Nemo,US,3,Short-Animated,Col-BW
"McCowan, George",1972,Frogs,US,91,Horror,Col
"McCracken, Craig",2002,"Powerpuff Girls, The",US,73,---,Col
"McCulloch, Bruce",1999,Superstar,US,81,Comedy,Col
"McDonagh, Martin",2008,In Bruges,US-UK-Germany,107,Comedy-Crime,Col
"McDonald, Bruce",1989,Roadkill,Canada,80,Drama-Historical,BW
"McDonald, Bruce",1991,Highway 61,Canada-UK,102,Drama-Comedy,Col
"McDonald, Bruce",1996,Hard Core Logo,Canada,92,Comedy-Drama-Musical,Col-BW
"McElwee, Ross",1986,Sherman's March,US,155,Documentary,Col
"McElwee, Ross",1993,Time Indefinite,US,117,Documentary,Col
"McEvoy, Earl",1951,"Barefoot Mailman, The",US,83,Adventure,Col
McG,2000,Charlie's Angels,US-Germany,98,Comedy-Action,Col
McG,2003,Charlie's Angels: Full Throttle,US,105,Action-Adventure-Comedy,Col
"McGann, Brad",2004,In My Father's Den,New Zealand-Ireland-UK,126,Thriller-Drama-Mystery,Col
"McGehee, Scott/David Siegel",1993,Suture,US,93,Drama,Col
"McGehee, Scott/David Siegel",2001,"Deep End, The",US,100,Drama-Crime,Col
"McGinly, Sean",2008,"Great Buck Howard, The",US,90,Comedy,Col
"McGlynn, Don",1982,Art Pepper: Notes from a Jazz Survivor,US,48,Documentary-Biography-Musical,Col
"McGowan, Robert F.",1930,Pups is Pups,US,20,Comedy-Family-Short,BW
"McGrath, Douglas",1996,Emma,UK-US,111,Romance-Drama-Comedy,Col
"McKay, Adam",2004,Anchorman: The Legend of Ron Burgundy,US,94,Comedy-Romance,Col
"McKay, Adam",2006,Talladega Nights: The Ballad of Ricky Bobby,US,108,Action-Comedy-Sport,Col
"McKay, John",2001,Crush,UK-Germany-US,112,---,Col
"McKay, Rick",2003,Broadway: The Golden Age,US,111,Documentary-Musical,Col
"McKean, Dave",2004,Mirrormask,US,101,Fantasy,Col
"McKee, Lucky",2002,May,US,93,Thriller-Horror-Drama,Col
"McKellar, Don",1992,Blue ,Canada,22,Short,Col
"McKellar, Don",1998,Last Night,Canada-France,94,Drama-Comedy,Col
"McKinnon, Morag",1998,Home ,UK,11,Short,Col
"McLaglen, Andrew V.",1967,"Way West, The",US,122,Western,Col
"McLaren, Norman",1940,Dots,Canada,3,Short-Animated,Col
"McLaren, Norman",1944,C'est l'aviron,Canada,4,Short-Animated,BW
"McLaren, Norman",1947,"Poulette grise, La/The Young Grey Hen",Canada,6,Animated-Short-Musical,Col
"McLaren, Norman",1949,Begone Dull Care,Canada,8,Animated-Short-Musical,Col
"McLaren, Norman",1952,Neighbours,Canada,8,Animated-Documentary-War,Col
"McLaren, Norman",1955,Blinkity Blank,Canada,5,Animated-Short,Col
"McLaren, Norman",1961,New York Lightboard,Canada,9,Animated-Short,BW
"McLaren, Norman",1968,Pas de deux,Canada,13,Short-Musical,BW
"McLaren, Norman & Evelyn Lambert",1960,Lines: Vertical,Canada,6,Animated-Short,Col
"McLean, Greg",2004,Wolf Creek,Australia,98,---,Col
"McLeod, Norman Z.",1931,Monkey Business ,US,77,Comedy,BW
"McLeod, Norman Z.",1932,Horse Feathers,US,68,Comedy,BW
"McLeod, Norman Z.",1934,It's a Gift,US,73,Comedy,BW
"McLeod, Norman Z.",1937,Topper,US,97,Comedy-Mystery-Romance,BW
"McLeod, Norman Z.",1947,"Secret Life of Walter Mitty, The",US,110,Fantasy-Comedy,Col
"McLeod, Norman Z.",1948,"Paleface, The",US,91,Western-Comedy,Col
"McNaughton, John",1986,Henry: Portrait of a Serial Killer,US,90,Horror-Crime,Col
"McNaughton, John",1991,"Borrower, The",US,97,Thriller-Coomedy-Horror,Col
"McNaughton, John",1998,Wild Things,US,107,Thriller-Mystery-Crime,Col
"McQueen, Steve",2008,Hunger ,UK-Ireland,96,Drama-Historical,Col
"McTiernan, John",1986,Nomads,US,95,Horror,Col
"McTiernan, John",1987,Predator,US,107,Thriller-Science Fiction,Col
"McTiernan, John",1988,Die Hard,US,131,Thriller-Action,Col
"McTiernan, John",1990,"Hunt for Red October, The",US,135,Thriller,Col
"McTiernan, John",1993,Last Action Hero,US,122,Adventure-Comedy-Action,Col
"McTiernan, John",1995,Die Hard with a Vengeance,US,128,Thriller-Crime-Action,Col
"McTiernan, John",1999,"13th Warrior, The",US,102,Action-Adventure-Fantasy,Col
"McTiernan, John",1999,"Thomas Crown Affair, The ",US,113,Romance-Thriller-Comedy,Col
"Meadows, Shane",1997,24 7/TwentyFourSeven,UK,96,Drama-Comedy,BW
"Meadows, Shane",1999,"Room for Romeo Brass, A",UK-Canada,90,Drama-Comedy,Col
"Meadows, Shane",2004,Dead Man's Shoes,UK,90,Thriller-Crime-Horror,Col
"Meadows, Shane",2006,This is England,UK,103,Drama,Col
"Meckler, Nancy",1996,Alive and Kicking/Indian Summer,UK,99,Drama-Comedy,Col
"Medak, Peter",1972,"Day in the Death of Joe Egg, A",UK,106,Comedy,Col
"Medak, Peter",1972,"Ruling Class, The",UK,154,Comedy,Col
"Medak, Peter",1979,"Changeling, The",Canada,109,Horror-Mystery,Col
"Medak, Peter",1990,"Krays, The",UK,119,Crime-Biography-Drama,Col
"Medak, Peter",1991,Let Him Have It,UK,115,Drama,Col
"Medak, Peter",1992,Romeo is Bleeding,US,108,Crime,Col
"Medem, Julio",1992,Vacas/Cows,Spain,96,Drama,Col
"Medem, Julio",1993,"Red Squirrel, The",Spain,104,Drama,Col
"Medem, Julio",1995,Tierra,Spain,125,Romance-Drama,Col
"Medem, Julio",1998,"Lovers of the Arctic Circle, The",Spain-France,108,Romance-Drama,Col
"Medem, Julio",2001,Sex and Lucia,Spain-France,127,Drama-Romance,Col
"Medina, Jose",1919,Exemplo Regenerador,Brazil,7,Short-Comedy-Drama,BW
"Medvedkin, Aleksandr",1934,Happiness ,USSR,69,Comedy,BW
"Mehra, Prakash",1978,Muqaddar Ka Sikandar/Alexander the Conqueror,India,189,Romance,Col
"Mehrjui, Dariush",1968,"Cow, The/Gaav",Iran,100,---,BW
"Mehrjui, Dariush",1990,Hamoun,Iran,120,Drama,Col
"Mehta, Deepa",1996,Fire,Canada,107,Drama-Romance,Col
"Mehta, Deepa",1998,Earth ,Canada,105,Drama-Romance-War,Col
"Mehta, Deepa",2002,Bollywood/Hollywood,Canada,105,Romance-Comedy-Drama,Col
"Mehta, Deepa",2005,Water,Canada-US,117,Drama-Romance,Col
"Meins, Gus & Charles R. Rogers",1934,Babes in Toyland,US,73,Musical-Fantasy,BW
"Meins, Holger",1966,Oskar Langenfeld. 12 Mal,West Germany,13,Documentary-Short,BW
"Meins, Holger",1968,Cocktail Molotov,West Germany,---,---,---
"Meirelles, Fernando",2002,City of God,Brazil-Germany-France,129,Drama-Crime-Action,Col
"Meirelles, Fernando",2005,"Constant Gardener, The",US-UK-Canada-Germany,129,Thriller-Drama,Col
"Meirelles, Fernando",2008,Blindness,Canada-Brazil-Japan-UK-Italy,121,Drama-Mystery-Romance,Col
"Mekas, Adolfas",1963,Hallelujah the Hills,US,88,Comedy,BW
"Mekas, Jonas",1964,"Brig, The",US,68,Drama,BW
"Mekas, Jonas",1969,"Diaries, Notebooks and Sketches",US,177,Documentary,BW
"Mekas, Jonas",1971,Reminiscences of a Journey to Lithuania,UK-West Germany,88,Documentary,Col
"Mekas, Jonas",1976,"Lost, Lost, Lost",US,180,Documentary,BW
"Mekas, Jonas",1992,"Zefiro Torna, or Scenes from the Life of George Maciunas",US,35,Documentary-Short,Col-BW
"Mekas, Jonas",2000,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,US,320,Documentary-Biography,Col
"Mekas, Jonas",2001,Elvis,US-Austria,1,Short,Col
"Melendez, Bill",1969,"Boy Named Charlie Brown, A",US,85,Family-Animated,Col
"Melendez, Bill",1972,"Snoopy, Come Home",US,70,Family-Animated,Col
"Melford, George",1921,"Sheik, The",US,80,Romance,BW
"Méliès, Georges",1900,"One Man Band, The",France,2,Short-Fantasy,BW
"Méliès, Georges",1901,"Brahmin and the Butterfly, The",France,---,Short-Fantasy,BW
"Méliès, Georges",1901,"Homme a la tete en caoutchouc, L'",France,3,Short-Comedy-Fantasy,BW
"Méliès, Georges",1902,"Voyage dans la lune, Le",France,14,Science Fiction-Short-Adventure,BW
"Méliès, Georges",1903,"Melomane, Le",France,3,Short-Fantasy-Musical,BW
"Méliès, Georges",1903,"Royaume des fees, Le",France,16,Short-Adventure-Fantasy,Col-BW
"Méliès, Georges",1904,"Merveilleux eventail vivant, Le",France,2,Short-Fantasy,BW
"Méliès, Georges",1904,"Voyage a travers l'impossible, Le",France,24,Science Fiction-Short,BW
"Méliès, Georges",1907,"Tunnel sous le Manche, Le/Tunneling the Channel",France,10,Short,BW
"Melville, Jean-Pierre",1947,"Silence de la mer, Le",France,86,War-Drama,BW
"Melville, Jean-Pierre",1949,"Enfants terribles, Les",France,107,Drama,BW
"Melville, Jean-Pierre",1955,Bob le flambeur,France,102,Crime,BW
"Melville, Jean-Pierre",1962,"Doulos, Le",France-Italy,108,Thriller-Crime,BW
"Melville, Jean-Pierre",1963,"Aine des Ferchaux, L'/Magnet of Doom",France-Italy,102,---,Col
"Melville, Jean-Pierre",1966,Second Breath,France,144,Drama,BW
"Melville, Jean-Pierre",1967,"Samouraï, Le",France,95,Thriller-Crime,Col
"Melville, Jean-Pierre",1969,Army of Shadows,France-Italy,140,War-Drama,Col
"Melville, Jean-Pierre",1970,"Red Circle, The",France-Italy,150,Thriller-Crime,Col
"Melville, Jean-Pierre",1972,Dirty Money/Un Flic,France,98,Crime,Col
"Mendes, Lothar",1934,Jew Suss,UK,105,---,---
"Mendes, Lothar",1936,"Man Who Could Work Miracles, The",UK,82,Fantasy-Comedy,BW
"Mendes, Sam",1999,American Beauty,US,121,Drama-Comedy,Col
"Mendes, Sam",2002,Road to Perdition,US,117,Drama-Crime,Col
"Mendez, Fernando",1957,"Vampiro, El",Mexico,95,Mystery-Thriller-Horror,BW
"Menendez, Ramon",1987,Stand and Deliver,US,105,Biography,Col
"Menges, Chris",1988,"World Apart, A",US,112,Biography,Col
"Menken, Marie",1957,Glimpse of the Garden,US,5,Avant-Garde,Col
"Menken, Marie",1963,Notebook,US,10,Short,Col-BW
"Menken, Marie",1964,Go! Go! Go!,US,11,Short,Col
"Menotti, Gian Carlo",1951,"Medium, The",US,84,Musical-Opera,BW
"Menzel, Jirí",1966,Closely Watched Trains,Czechoslovakia,89,Drama-Comedy,BW
"Menzel, Jirí",1969,Larks on a String,Czechoslovakia,90,Comedy,Col
"Menzel, Jirí",1978,Those Wonderful Movie Cranks,Czechoslovakia,90,---,Col
"Menzel, Jirí",1986,My Sweet Little Village,Czechoslovakia,98,Comedy,Col
"Menzel, Jirí",2006,I Served the King of England,Czech Republic-Slovakia,120,---,Col
"Menzies, William Cameron",1936,Things to Come,UK,92,Science Fiction,BW
"Menzies, William Cameron",1953,Invaders From Mars ,US,78,Science Fiction,Col
"Mercanton, Louis",1932,Il est charmant,France,87,---,BW
"Mercier, Cedric",1999,Ali Au Pays des Merveilles,France,1,Short-Animated,Col
"Merendino, James",1998,SLC Punk!,US-Australia,97,---,Col
"Merhige, E. Elias",1990,Begotten,US,78,Fantasy-Horror,BW
"Merhige, E. Elias",2000,Shadow of the Vampire,UK-US-Luxembourg,93,Horror-Drama,Col
"Meshkini, Marzieh",2000,"Day I Became a Woman, The",Iran,77,Drama,Col
"Messmer, Otto",1923,Felix in Hollywood,US,8,Animated-Short,BW
"Meszaros, Marta",1984,Diary for My Children,Hungary,106,Drama-Family-Science Fiction,BW
"Meszaros, Marta",1990,Diary for My Parents,Hungary,119,---,Col-BW
"Metter, Alan",1986,Back to School,US,96,Comedy,Col
"Mettler, Peter",2001,"Gambling, Gods and LSD",Canada-Switzerland,---,---,Col
"Metzger, Radley",1969,Camille 2000,Italy,115,Drama-Romance,Col
"Metzger, Radley",1970,"Lickerish Quartet, The",Italy-US-West germany,90,Drama,Col
"Metzger, Radley",1976,"Opening of Misty Beethoven, The",US,86,Adult,Col
"Meyer, Nicholas",1979,Time After Time,US,112,Science Fiction-Drama-Adventure,Col
"Meyer, Nicholas",1982,Star Trek II: The Wrath of Khan,US,113,Science Fiction-Action-Adventure,Col
"Meyer, Nicholas",1991,Star Trek VI: The Undiscovered Country,US,109,Science Fiction-Action-Mystery,Col
"Meyer, Russ",1959,"Immoral Mr. Teas, The",US,63,Comedy,Col
"Meyer, Russ",1964,Lorna,US,78,Drama,BW
"Meyer, Russ",1965,Mudhoney/Rope of Flesh,US,92,Drama,BW
"Meyer, Russ",1966,"Faster, Pussycat! Kill! Kill!",US,84,Drama-Comedy-Action,Col
"Meyer, Russ",1967,Common Law Cabin,US,69,Drama-Comedy,Col
"Meyer, Russ",1968,"Finders Keepers, Lovers Weepers!",US,71,Drama-Crime,Col
"Meyer, Russ",1968,Vixen,US,70,Drama-Comedy,Col
"Meyer, Russ",1970,Beyond the Valley of the Dolls,US,109,Drama-Comedy,Col
"Meyer, Russ",1970,"Cherry, Harry & Raquel!",US,71,Crime-Drama-Thriller,Col
"Meyer, Russ",1975,Supervixens,US,99,Comedy-Crime-Thriller,Col
"Meyer, Russ",1976,Up!,US,80,Comedy,Col
"Meyer, Russ",1979,Beneath the Valley of the Ultravixens,US,93,Comedy,Col
"Meyers, Nancy",2003,Something's Gotta Give,US,128,Romance-Comedy,Col
"Meyers, Sidney",1948,"Quiet One, The",US,65,Documentary,BW
"Micheaux, Oscar",1920,Within Our Gates,US,79,Drama,BW
"Micheaux, Oscar",1925,Body and Soul ,US,102,Drama,BW
"Micheaux, Oscar",1932,"Girl from Chicago, The",US,69,Drama-Crime,BW
"Micheaux, Oscar",1932,Ten Minutes to Live,US,58,Drama-Musical-Mystery,BW
"Micheaux, Oscar",1938,God's Stepchildren,US,105,Drama,BW
"Michell, Roger",1995,Persuasion,France-UK-US,102,Drama-Romance,Col
"Michell, Roger",1999,Notting Hill,US-UK,123,Romance-Comedy,Col
"Michell, Roger",2002,Changing Lanes,US,99,Thriller-Drama,Col
"Mihaileanu, Radu",1993,Betrayal/Trahir,France-Switzerland-Spain-Romania,103,Drama,Col
"Miike, Takashi",1996,Fudoh: The Next Generation,Japan,98,Crime-Action,Col
"Miike, Takashi",1999,Audition,Japan-South Korea,115,Thriller-Horror-Drama,Col
"Miike, Takashi",2000,Dead or Alive 2,Japan,97,Action-Comedy-Crime,Col
"Miike, Takashi",2001,"Happiness of the Katakuris, The",Japan,112,Comedy-Horror-Musical,Col
"Miike, Takashi",2001,Ichi the Killer,Japan,125,Crime-Drama-Horror,Col
"Miike, Takashi",2001,Visitor Q/Bizita Q,Japan,84,Horror-Drama-Comedy,Col
"Miike, Takashi",2005,"Great Yokai War, The",Japan,124,Adventure-Comedy-Family,Col
"Miike, Takashi",2006,"Big Bang Love, Juvenile A",Japan,85,Drama,Col
"Mikesch, Elfi",1979,Execution: A Story of Mary,West Germany,28,Short,BW
"Mikhalkov, Nikita",1974,"At Home Among Strangers, Stranger at Home",USSR,97,Action,Col-BW
"Mikhalkov, Nikita",1976,"Slave of Love, A",USSR,94,Romance-Drama,Col
"Mikhalkov, Nikita",1976,Unfinished Piece for Mechanical Piano,USSR,103,Drama,Col
"Mikhalkov, Nikita",1979,Oblomov,USSR,140,Drama,Col
"Mikhalkov, Nikita",1983,Private Conversation,USSR,95,Drama,Col
"Mikhalkov, Nikita",1987,Dark Eyes,Italy,118,Romance-Drama-Comedy,Col
"Mikhalkov, Nikita",1990,Urga,France-USSR,106,Drama,Col
"Mikhalkov, Nikita",1994,Burnt by the Sun,Russia-France,152,Historical-Drama,Col
"Miles, Bernard",1944,Tawny Pipit,UK,85,Comedy,BW
"Milestone, Lewis",1928,"Racket, The ",US,85,Crime,BW
"Milestone, Lewis",1930,All Quiet on the Western Front,US,105,War-Drama,BW
"Milestone, Lewis",1931,"Front Page, The ",US,103,Comedy,BW
"Milestone, Lewis",1932,Rain ,US,93,Drama,BW
"Milestone, Lewis",1933,"Hallelujah, I'm a Bum!",US,82,Musical-Comedy,BW
"Milestone, Lewis",1939,Of Mice and Men,US,107,Drama,BW
"Milestone, Lewis",1945,"Walk in the Sun, A",US,117,War-Drama,BW
"Milestone, Lewis",1949,"Red Pony, The",US,89,Drama-Family-Western,Col
"Milestone, Lewis",1959,Pork Chop Hill,US,97,War-Drama-Action,BW
"Milestone, Lewis",1960,Ocean's Eleven ,US,127,Crime-Comedy,Col
"Milestone, Lewis",1962,Mutiny on the Bounty,US,179,Adventure-Drama-Historical,Col
"Mili, Gjon",1944,Jammin' the Blues,US,10,Short-Musical,BW
"Milius, John",1973,Dillinger ,US,96,Crime-Biography-Drama,Col
